Filename,ROI,Date,DOY,Red_Avg,Green_Avg,Blue_Avg,Red_SD,Green_SD,Blue_SD,Brightness_Avg,Brightness_SD,Green_Index,Green_Index_SD,Greenness_Excess_index,Greenness_Excess_index_SD,Red_index,Red_Index_SD,Blue_Index,Blue_Index_SD,plant
rightmarsh_04_26_19_1200,2,4/26/2019 12:00,116,100.5371831,84.38845056,59.75776398,17.86304802,17.26357675,16.76229065,244.6833977,51.71164445,0.345438951,0.006479629,8.481954004,3.90009794,0.414083206,0.017074581,0.240477842,0.019599373,c3
centerdifferentview_05_15_19_1200,1,5/15/2019 12:00,135,107.4882656,94.51908033,63.19919863,23.18071576,22.19110319,22.40549718,265.2065446,67.53001279,0.358432278,0.012043121,18.35069643,6.170391984,0.409766717,0.021333819,0.231801005,0.028307123,c3
rightmarsh_05_20_19_1200,1,5/20/2019 12:00,140,40.66707999,50.36207174,20.3509988,10.35852023,9.615153435,7.179110908,111.3801505,26.08626429,0.456325498,0.024414753,39.7060647,6.410959759,0.363452074,0.019427069,0.180222428,0.029837702,c3
rightmarsh_05_20_19_1200,2,5/20/2019 12:00,140,82.49829352,87.78384528,60.93174061,11.69444738,9.711954542,10.61205511,231.2138794,31.78283939,0.38114676,0.012567119,32.13765643,5.27613624,0.356625179,0.005434788,0.262228061,0.010819397,c3
rightmarsh_05_27_19_1200,1,5/27/2019 12:00,147,75.20439315,86.1827778,38.14541632,25.31749269,22.84274391,22.51680709,199.5325873,70.15549484,0.442788704,0.036985309,59.01574613,9.332673049,0.379114147,0.015562969,0.178097149,0.043656157,c3
rightmarsh_05_27_19_1200,2,5/27/2019 12:00,147,83.99447097,90.9017341,57.29328977,8.15978992,9.519377423,10.49037399,232.1894948,26.59187816,0.392029768,0.010554439,40.51570746,6.626268403,0.362924928,0.019921473,0.245045304,0.018754215,c3
rightmarsh_05_28_19_1200,1,5/28/2019 12:00,148,119.942067,119.9836972,56.41135371,15.29591126,11.2362138,12.3449234,296.3371179,34.44177355,0.406133273,0.016074345,63.6139738,10.89134842,0.405343857,0.030333429,0.18852287,0.025019739,c3
rightmarsh_05_28_19_1200,2,5/28/2019 12:00,148,118.668603,120.7795527,56.35056637,13.40907439,11.7062596,14.15351077,295.798722,35.66035757,0.409574089,0.014213075,66.5399361,8.779685409,0.402502925,0.027642045,0.187922985,0.028421498,c3
rightmarsh_05_28_19_1200,3,5/28/2019 12:00,148,78.44775596,102.0420757,33.97370266,6.279171575,6.417294868,5.884931554,214.4635344,18.32049535,0.476813601,0.012631142,91.66269285,2.684870018,0.365987514,0.004779947,0.157198884,0.015507738,c3
rightmarsh_05_30_19_1200,1,5/30/2019 12:00,150,38.9896657,46.20762335,23.1919777,4.964291729,5.19125964,4.354768524,108.3892667,13.67442704,0.427143101,0.01653137,30.23360331,5.228271651,0.359741143,0.008900761,0.213115756,0.018531579,c3
rightmarsh_05_30_19_1200,2,5/30/2019 12:00,150,51.75653924,59.41408451,37.05070423,9.764285258,9.379220082,9.013534537,148.221328,28.00113776,0.402782493,0.012052127,30.02092555,3.136771669,0.3492041,0.004921068,0.248013407,0.012374538,c3
rightmarsh_06_02_19_1200,1,6/2/2019 12:00,153,33.33266887,38.20609935,14.97527724,8.190202479,7.752839899,6.659378758,86.51404546,21.90821224,0.445837601,0.024310843,28.10425259,4.938704205,0.385811746,0.01299448,0.168350654,0.031641626,c3
rightmarsh_06_02_19_1200,2,6/2/2019 12:00,153,53.10651186,59.01009591,30.73296315,6.492673649,6.521595752,5.721293627,142.8495709,18.38663288,0.41413831,0.011613606,34.18071681,3.503339199,0.372283498,0.010934353,0.213578192,0.01476049,c3
rightmarsh_06_04_19_1200,1,6/4/2019 12:00,155,66.85138733,78.41871113,50.88013219,10.54639149,10.65290604,8.793830648,196.1502306,29.12822454,0.400576837,0.013198662,39.10590274,7.457937685,0.340456235,0.008037504,0.258966928,0.014791496,c3
rightmarsh_06_04_19_1200,2,6/4/2019 12:00,155,62.9852861,75.23106267,52.70081744,5.759000481,5.79239289,5.67978435,190.9171662,16.9459885,0.394431735,0.005830788,34.7760218,2.468221687,0.329850354,0.00405774,0.275717911,0.007647996,c3
rightmarsh_06_05_19_1200,1,6/5/2019 12:00,156,36.84399279,42.96638444,25.85844652,8.803452261,8.592964727,8.0018838,105.6688237,24.84026947,0.409012621,0.019127191,23.23032957,4.942449234,0.348551347,0.012607915,0.242436032,0.02394887,mixed
rightmarsh_06_05_19_1200,2,6/5/2019 12:00,156,46.62649021,52.62273957,28.65526295,6.9106299,6.463552595,6.312712852,127.9044927,19.00467834,0.412870313,0.015576408,29.96372599,4.90681773,0.364638126,0.010172413,0.222491561,0.019286639,c3
rightmarsh_06_13_19_1200,1,6/13/2019 12:00,164,34.53040615,38.5935236,22.90636663,2.496920433,3.208559367,2.718690078,96.03029638,6.571090741,0.401764473,0.016096179,19.75027442,4.919294589,0.360430482,0.026502386,0.237805044,0.01421652,c3
rightmarsh_06_13_19_1200,2,6/13/2019 12:00,164,27.21004682,31.75147598,14.03786645,3.886018785,3.370637626,3.369235781,72.99938925,10.17883555,0.437063297,0.023158026,22.25503868,3.617108426,0.37261895,0.011969186,0.190317753,0.019954725,c3
rightmarsh_06_13_19_1200,3,6/13/2019 12:00,164,28.30312031,36.66348483,15.63741493,4.471732582,4.963701565,3.496782816,80.60402007,12.6296544,0.456827261,0.01776791,29.38643442,3.417769329,0.35116702,0.007756488,0.192005719,0.019767888,c3
rightmarsh_06_16_19_1200,1,6/16/2019 12:00,167,44.8928902,51.52945179,30.25002722,9.647957115,10.33929944,8.75074196,126.6723692,27.69761769,0.408774094,0.0181741,27.91598617,6.28688572,0.3556526,0.022411392,0.235573306,0.028348421,c3
rightmarsh_06_16_19_1200,2,6/16/2019 12:00,167,42.66220557,52.72965739,25.13436831,5.183398766,5.230953001,4.236657025,120.5262313,14.44231483,0.438597236,0.011296006,37.6627409,2.587465849,0.35391259,0.004437788,0.207490173,0.012458476,c3
rightmarsh_06_21_19_1200,1,6/21/2019 12:00,172,64.85939173,65.38734204,43.28710645,9.355110225,9.533478963,9.011359007,173.5338402,27.02124283,0.377666474,0.015547954,22.62818591,7.432038745,0.37476793,0.018377472,0.247565596,0.014339748,c3
rightmarsh_06_21_19_1200,2,6/21/2019 12:00,172,55.2534486,66.46221537,33.24128803,16.48535031,16.91095315,14.64519481,154.956952,47.32861399,0.434681772,0.026032592,44.42969412,7.588143606,0.357042591,0.014622177,0.208275638,0.033697436,c3
rightmarsh_06_25_19_1200,1,6/25/2019 12:00,176,62.77786264,65.3612747,34.29362049,17.24718681,14.50633802,13.22905028,162.4327578,44.24130793,0.40836672,0.025671242,33.65106627,4.898876578,0.38709133,0.020995899,0.20454195,0.033004758,c3
rightmarsh2_06_21_19_1200,1,6/21/2019 12:00,172,53.50165001,57.27411794,29.98476437,19.52150944,18.38143649,17.16870674,140.7605323,54.55755054,0.415978326,0.031428645,31.06182149,6.566073051,0.383266147,0.021749671,0.200755527,0.043103792,c3
rightmarsh2_06_21_19_1200,2,6/21/2019 12:00,172,59.19612788,68.20409989,41.92573009,17.11550825,18.42708631,15.73848473,169.3259579,50.78597736,0.406359782,0.018895708,35.28634182,7.848353615,0.350574321,0.011681503,0.243065897,0.022208892,mixed
towardsbuilding_05_16_19_1200,1,5/16/2019 12:00,136,108.4008694,111.8876866,72.01138726,24.70441526,24.32313693,22.18169745,292.2999433,69.82447937,0.385643081,0.022310681,43.36311661,15.91446097,0.37201739,0.010386246,0.242339529,0.025858464,mixed
towardsbuilding_05_16_19_1200,2,5/16/2019 12:00,136,103.1439609,107.5851505,67.57799123,20.71929009,19.37464214,19.125909,278.3071026,58.33629388,0.389391264,0.019849677,44.44834889,11.97841928,0.371399776,0.009747761,0.23920896,0.021974331,mixed
towardsbuilding_05_27_19_1200,1,5/27/2019 12:00,147,36.8020202,39.18549784,23.81583694,12.80154799,13.25849663,10.97300448,99.80335498,36.10738995,0.396726259,0.030646184,17.75313853,7.676919227,0.370430505,0.017579943,0.232843236,0.045559136,mixed
towardsbuilding_05_27_19_1200,2,5/27/2019 12:00,147,37.8560749,40.25058152,27.62057402,14.15366111,15.18998468,10.72370255,105.7272304,38.79891291,0.38088569,0.031352444,15.02451411,10.50619896,0.357868821,0.018235651,0.261245488,0.045743873,mixed
towardsbuilding_06_18_19_1200,1,6/18/2019 12:00,169,26.16285035,33.56713146,13.71850954,7.440593712,7.485028786,5.40346303,73.44849135,19.88943867,0.462786171,0.029060718,27.25290305,4.296554644,0.355353685,0.013351581,0.181860144,0.031174303,mixed
towardsbuilding_06_18_19_1200,2,6/18/2019 12:00,169,33.66536021,41.03970698,19.85101717,7.516221282,8.016754914,6.23558502,94.55608436,21.07140116,0.437496049,0.028048747,28.56303658,6.52845531,0.356186271,0.011194349,0.20631768,0.028580285,mixed
towardsbuilding_06_18_19_1200,3,6/18/2019 12:00,169,32.75013772,40.28693559,18.6190243,8.479549419,8.785509839,5.730964912,91.65609761,22.2076971,0.442615439,0.023692147,29.20470915,6.413890814,0.356008495,0.013714058,0.201376066,0.02803811,mixed
