Filename,ROI,Green_Index,plant,Major_Plant_1,Major_Plant_2,Minor_Plant_1,Minor_Plant_2
co2experiments2_06_11_19_1200,1,0.466086,scheonoplectus,scheonoplectus,,,
creek_06_07_18_1200,1,0.471217129,mixed,iva,scheonoplectus,,
creek_06_07_18_1200,2,0.469611352,mixed,iva,scheonoplectus,,
creek_06_25_18_1200,1,0.457461276,mixed,iva,scheonoplectus,,
creek_08_31_17_1200,1,0.388321513,scheonoplectus,scheonoplectus,,,
creek_09_09_18_1200,1,0.361737293,iva,iva,,,
creek_09_09_18_1200,2,0.371247279,iva,iva,,,
creek_10_24_17_1200,1,0.338610334,scheonoplectus,scheonoplectus,,,
estuary_03_01_18_1200,1,0.326036179,mixed,iva,spartina,,
estuary_03_01_18_1200,2,0.330439191,phragmites,phragmites,,,
estuary_03_04_19_1200,1,0.320363474,mixed,iva,spartina,,
estuary_03_04_19_1200,2,0.334935951,phragmites,phragmites,,,
estuary_03_05_19_1200,1,0.3135219,mixed,iva,spartina,,
estuary_03_05_19_1200,2,0.3198329,phragmites,phragmites,,,
estuary_03_06_19_1200,1,0.320635,mixed,iva,spartina,,
estuary_03_06_19_1200,2,0.3290297,phragmites,phragmites,,,
estuary_03_07_17_1200,1,0.328675589,mixed,iva,spartina,,
estuary_03_07_17_1200,2,0.33274733,phragmites,phragmites,,,
estuary_03_07_18_1200,1,0.318764451,mixed,iva,spartina,,
estuary_03_07_18_1200,2,0.323221214,phragmites,phragmites,,,
estuary_03_07_19_1200,1,0.3331273,mixed,iva,spartina,,
estuary_03_07_19_1200,2,0.3388303,phragmites,phragmites,,,
estuary_03_08_18_1200,1,0.319007803,mixed,iva,spartina,,
estuary_03_08_18_1200,2,0.324545289,phragmites,phragmites,,,
estuary_03_08_19_1200,1,0.3233612,mixed,iva,spartina,,
estuary_03_08_19_1200,2,0.3294863,phragmites,phragmites,,,
estuary_03_11_19_1200,1,0.3359579,mixed,iva,spartina,,
estuary_03_11_19_1200,2,0.3408823,phragmites,phragmites,,,
estuary_03_12_19_1200,1,0.319410925,mixed,iva,spartina,,
estuary_03_12_19_1200,2,0.324187571,phragmites,phragmites,,,
estuary_03_13_18_1200,1,0.330301462,mixed,iva,spartina,,
estuary_03_13_18_1200,2,0.336977632,phragmites,phragmites,,,
estuary_03_14_18_1200,1,0.324773196,mixed,iva,spartina,,
estuary_03_14_18_1200,2,0.332264823,phragmites,phragmites,,,
estuary_03_14_19_1200,1,0.3305033,mixed,iva,spartina,,
estuary_03_14_19_1200,2,0.3395135,phragmites,phragmites,,,
estuary_03_15_19_1200,1,0.3306796,mixed,iva,spartina,,
estuary_03_15_19_1200,2,0.3428911,phragmites,phragmites,,,
estuary_03_18_19_1200,1,0.3356367,mixed,iva,spartina,,
estuary_03_18_19_1200,2,0.343783,phragmites,phragmites,,,
estuary_03_19_18_1200,1,0.332509442,mixed,iva,spartina,,
estuary_03_19_18_1200,2,0.335978454,phragmites,phragmites,,,
estuary_03_20_19_1200,1,0.3365197,mixed,iva,spartina,,
estuary_03_20_19_1200,2,0.3447596,phragmites,phragmites,,,
estuary_03_21_19_1200,1,0.3182522,mixed,iva,spartina,,
estuary_03_21_19_1200,2,0.3349526,phragmites,phragmites,,,
estuary_03_25_19_1200,1,0.3341176,mixed,iva,spartina,,
estuary_03_25_19_1200,2,0.3431054,phragmites,phragmites,,,
estuary_03_26_18_1200,1,0.32619144,mixed,iva,spartina,,
estuary_03_26_18_1200,2,0.335783021,phragmites,phragmites,,,
estuary_03_26_19_1200,1,0.3359364,mixed,iva,spartina,,
estuary_03_26_19_1200,2,0.3375438,phragmites,phragmites,,,
estuary_03_27_19_1200,1,0.3361557,mixed,iva,spartina,,
estuary_03_27_19_1200,2,0.3394195,phragmites,phragmites,,,
estuary_03_28_18_1200,1,0.323980495,mixed,iva,spartina,,
estuary_03_28_18_1200,2,0.328515242,phragmites,phragmites,,,
estuary_03_29_18_1200,1,0.328115639,mixed,iva,spartina,,
estuary_03_29_18_1200,2,0.337910075,phragmites,phragmites,,,
estuary_03_29_19_1200,1,0.3313426,mixed,iva,spartina,,
estuary_03_29_19_1200,2,0.3419554,phragmites,phragmites,,,
estuary_04_01_19_1200,1,0.33024,mixed,iva,spartina,,
estuary_04_01_19_1200,2,0.342161,phragmites,phragmites,,,
estuary_04_02_18_1200,1,0.313198728,mixed,iva,spartina,,
estuary_04_02_18_1200,2,0.32185364,phragmites,phragmites,,,
estuary_04_03_18_1200,1,0.328136343,phragmites,iva,spartina,,
estuary_04_03_19_1200,1,0.3289615,mixed,iva,spartina,,
estuary_04_03_19_1200,2,0.3442239,phragmites,phragmites,,,
estuary_04_04_18_1200,1,0.32424626,mixed,iva,spartina,,
estuary_04_04_18_1200,2,0.326444419,phragmites,phragmites,,,
estuary_04_04_19_1200,1,0.33269381,mixed,iva,spartina,,
estuary_04_04_19_1200,2,0.346302426,phragmites,phragmites,,,
estuary_04_05_18_1200,1,0.315857267,mixed,iva,spartina,,
estuary_04_05_18_1200,2,0.318798942,phragmites,phragmites,,,
estuary_04_08_19_1200,1,0.3367975,mixed,iva,spartina,,
estuary_04_08_19_1200,2,0.3427247,phragmites,phragmites,,,
estuary_04_09_19_1200,1,0.334115,mixed,iva,spartina,,
estuary_04_09_19_1200,2,0.3413353,phragmites,phragmites,,,
estuary_04_10_18_1200,1,0.31339982,mixed,iva,spartina,,
estuary_04_10_18_1200,2,0.328580427,phragmites,phragmites,,,
estuary_04_10_19_1200,1,0.3300249,mixed,iva,spartina,,
estuary_04_10_19_1200,2,0.3387346,phragmites,phragmites,,,
estuary_04_11_18_1200,1,0.316869046,mixed,iva,spartina,,
estuary_04_11_18_1200,2,0.330895206,phragmites,phragmites,,,
estuary_04_11_19_1200,1,0.3356395,mixed,iva,spartina,,
estuary_04_11_19_1200,2,0.3432792,phragmites,phragmites,,,
estuary_04_12_18_1200,1,0.320912423,mixed,iva,spartina,,
estuary_04_12_18_1200,2,0.332584076,phragmites,phragmites,,,
estuary_04_15_19_1200,1,0.3362788,mixed,iva,spartina,,
estuary_04_15_19_1200,2,0.346345,phragmites,phragmites,,,
estuary_04_16_19_1200,1,0.330995,mixed,iva,spartina,,
estuary_04_16_19_1200,2,0.3438164,phragmites,phragmites,,,
estuary_04_17_18_1200,1,0.321718433,mixed,iva,spartina,,
estuary_04_17_18_1200,2,0.326014907,phragmites,phragmites,,,
estuary_04_17_19_1200,1,0.3328536,mixed,iva,spartina,,
estuary_04_17_19_1200,2,0.3423644,phragmites,phragmites,,,
estuary_04_18_17_1200,1,0.336870625,mixed,iva,spartina,,
estuary_04_18_17_1200,2,0.337405389,phragmites,phragmites,,,
estuary_04_18_18_1200,1,0.324970386,mixed,iva,spartina,,
estuary_04_18_18_1200,2,0.334930763,phragmites,phragmites,,,
estuary_04_18_19_1200,1,0.3339889,mixed,iva,spartina,,
estuary_04_18_19_1200,2,0.3439061,phragmites,phragmites,,,
estuary_04_22_19_1200,1,0.3283162,mixed,iva,spartina,,
estuary_04_22_19_1200,2,0.338362,phragmites,phragmites,,,
estuary_04_23_18_1200,1,0.322748626,mixed,iva,spartina,,
estuary_04_23_18_1200,2,0.327939954,phragmites,phragmites,,,
estuary_04_25_18_1200,1,0.320029016,mixed,iva,spartina,,
estuary_04_25_18_1200,2,0.324899645,phragmites,phragmites,,,
estuary_04_25_19_1200,1,0.34773964,mixed,iva,spartina,,
estuary_04_25_19_1200,2,0.349308123,phragmites,phragmites,,,
estuary_04_26_18_1200,1,0.333794752,phragmites,phragmites,,,
estuary_04_27_18_1200,1,0.322331657,mixed,iva,spartina,,
estuary_04_27_18_1200,2,0.334028715,phragmites,phragmites,,,
estuary_04_30_19_1200,1,0.351781109,mixed,iva,spartina,,
estuary_04_30_19_1200,2,0.35562938,phragmites,phragmites,,,
estuary_05_01_19_1200,1,0.353122949,mixed,iva,spartina,,
estuary_05_01_19_1200,2,0.35474926,phragmites,phragmites,,,
estuary_05_02_18_1200,1,0.325959443,mixed,iva,spartina,,
estuary_05_02_18_1200,2,0.335575917,phragmites,phragmites,,,
estuary_05_03_18_1200,1,0.328225762,mixed,iva,spartina,,
estuary_05_03_18_1200,2,0.346163182,phragmites,phragmites,,,
estuary_05_07_19_1200,1,0.370497001,mixed,iva,spartina,,
estuary_05_07_19_1200,2,0.37737204,phragmites,phragmites,,,
estuary_05_08_18_1200,1,0.338262465,mixed,iva,spartina,,
estuary_05_08_18_1200,2,0.35566054,phragmites,phragmites,,,
estuary_05_09_18_1200,1,0.339341277,mixed,iva,spartina,,
estuary_05_10_18_1200,1,0.341554583,mixed,iva,spartina,,
estuary_05_10_18_1200,2,0.354500169,phragmites,phragmites,,,
estuary_05_10_19_1200,1,0.364269779,mixed,iva,spartina,,
estuary_05_10_19_1200,2,0.367392081,phragmites,phragmites,,,
estuary_05_11_18_1200,1,0.347905442,mixed,iva,spartina,,
estuary_05_11_18_1200,2,0.363384184,phragmites,phragmites,,,
estuary_05_13_19_1200,1,0.380806392,mixed,iva,spartina,,
estuary_05_13_19_1200,2,0.383833458,phragmites,phragmites,,,
estuary_05_14_18_1200,1,0.352661664,mixed,iva,spartina,,
estuary_05_14_18_1200,2,0.373893598,phragmites,phragmites,,,
estuary_05_14_19_1200,1,0.363748532,mixed,iva,spartina,,
estuary_05_14_19_1200,2,0.363098406,phragmites,phragmites,,,
estuary_05_15_19_1200,1,0.378751939,mixed,iva,spartina,,
estuary_05_15_19_1200,2,0.379280548,phragmites,phragmites,,,
estuary_05_16_18_1200,1,0.369409929,mixed,iva,spartina,,
estuary_05_16_18_1200,2,0.39652407,phragmites,phragmites,,,
estuary_05_16_19_1200,1,0.382673168,mixed,iva,spartina,,
estuary_05_16_19_1200,2,0.378556595,phragmites,phragmites,,,
estuary_05_17_17_1200,1,0.380294872,mixed,iva,spartina,,
estuary_05_17_17_1200,2,0.363479745,phragmites,phragmites,,,
estuary_05_18_18_1200,1,0.345236496,mixed,iva,spartina,,
estuary_05_18_18_1200,2,0.392824357,phragmites,phragmites,,,
estuary_05_20_19_1200,1,0.387459872,mixed,iva,spartina,,
estuary_05_20_19_1200,2,0.382569666,phragmites,phragmites,,,
estuary_05_21_18_1200,1,0.389613209,mixed,iva,spartina,,
estuary_05_21_18_1200,2,0.397089712,phragmites,phragmites,,,
estuary_05_22_18_1200,1,0.372932031,mixed,iva,spartina,,
estuary_05_22_18_1200,2,0.412462584,phragmites,phragmites,,,
estuary_05_22_19_1200,1,0.381368325,mixed,iva,spartina,,
estuary_05_22_19_1200,2,0.383648456,phragmites,phragmites,,,
estuary_05_23_18_1200,1,0.374377792,mixed,iva,spartina,,
estuary_05_23_18_1200,2,0.394122835,phragmites,phragmites,,,
estuary_05_24_18_1200,1,0.381577879,mixed,iva,spartina,,
estuary_05_24_18_1200,2,0.398960032,phragmites,phragmites,,,
estuary_05_25_18_1200,1,0.385292214,mixed,iva,spartina,,
estuary_05_25_18_1200,2,0.380699067,phragmites,phragmites,,,
estuary_05_27_19_1200,1,0.39393606,mixed,iva,spartina,,
estuary_05_27_19_1200,2,0.397367268,phragmites,phragmites,,,
estuary_05_28_18_1200,1,0.382536513,mixed,iva,spartina,,
estuary_05_28_18_1200,2,0.396695602,phragmites,phragmites,,,
estuary_05_28_19_1200,1,0.399291547,mixed,iva,spartina,,
estuary_05_28_19_1200,2,0.394316758,phragmites,phragmites,,,
estuary_05_29_19_1200,1,0.406067203,mixed,iva,spartina,,
estuary_05_29_19_1200,2,0.391619107,phragmites,phragmites,,,
estuary_05_30_19_1200,1,0.399111737,mixed,iva,spartina,,
estuary_05_30_19_1200,2,0.406253323,phragmites,phragmites,,,
estuary_05_31_19_1200,1,0.406756093,mixed,iva,spartina,,
estuary_05_31_19_1200,2,0.396101307,phragmites,phragmites,,,
estuary_06_01_18_1200,1,0.397960663,mixed,iva,spartina,,
estuary_06_01_18_1200,2,0.40465519,phragmites,phragmites,,,
estuary_06_04_18_1200,1,0.403881772,mixed,iva,spartina,,
estuary_06_04_18_1200,2,0.413721804,phragmites,phragmites,,,
estuary_06_04_19_1200,1,0.392221197,mixed,iva,spartina,,
estuary_06_04_19_1200,2,0.401845791,phragmites,phragmites,,,
estuary_06_05_18_1200,1,0.40426989,mixed,iva,phragmites,,
estuary_06_05_19_1200,1,0.415216824,mixed,iva,spartina,,
estuary_06_05_19_1200,2,0.408963896,phragmites,phragmites,,,
estuary_06_06_18_1200,1,0.414265499,mixed,iva,spartina,,
estuary_06_06_19_1200,1,0.412872871,mixed,iva,spartina,,
estuary_06_06_19_1200,2,0.412392765,phragmites,phragmites,,,
estuary_06_07_18_1200,1,0.400106746,mixed,iva,spartina,,
estuary_06_07_18_1200,2,0.418398614,phragmites,phragmites,,,
estuary_06_07_19_1200,1,0.392360463,mixed,iva,spartina,,
estuary_06_07_19_1200,2,0.392875811,phragmites,phragmites,,,
estuary_06_09_17_1200,1,0.417297978,mixed,iva,spartina,,
estuary_06_09_17_1200,2,0.399149575,mixed,phragmites,,,
estuary_06_11_18_1200,1,0.390337297,mixed,iva,spartina,,
estuary_06_11_18_1200,2,0.402786364,phragmites,phragmites,,,
estuary_06_11_19_1200,1,0.412046601,mixed,iva,spartina,,
estuary_06_11_19_1200,2,0.421771385,phragmites,phragmites,,,
estuary_06_12_18_1200,1,0.400775849,mixed,iva,spartina,,
estuary_06_12_18_1200,2,0.417228154,phragmites,phragmites,,,
estuary_06_13_18_1200,1,0.40096583,mixed,iva,spartina,,
estuary_06_13_18_1200,2,0.393313791,phragmites,phragmites,,,
estuary_06_13_19_1200,1,0.413934449,mixed,iva,spartina,,
estuary_06_13_19_1200,2,0.411090214,phragmites,phragmites,,,
estuary_06_14_18_1200,1,0.382806471,mixed,iva,spartina,,
estuary_06_14_18_1200,2,0.398371642,phragmites,phragmites,,,
estuary_06_17_18_1200,1,0.405172796,mixed,iva,spartina,,
estuary_06_17_18_1200,2,0.410596888,phragmites,phragmites,,,
estuary_06_17_19_1200,1,0.416917492,mixed,iva,spartina,,
estuary_06_17_19_1200,2,0.405461472,phragmites,phragmites,,,
estuary_06_18_18_1200,1,0.402458175,mixed,iva,spartina,,
estuary_06_18_18_1200,2,0.406727345,phragmites,phragmites,,,
estuary_06_18_19_1200,1,0.403441463,mixed,iva,spartina,,
estuary_06_18_19_1200,2,0.393249982,phragmites,phragmites,,,
estuary_06_19_17_1200,1,0.407075444,mixed,iva,spartina,,
estuary_06_19_17_1200,2,0.381551688,phragmites,phragmites,,,
estuary_06_20_17_1200,1,0.403943478,mixed,iva,spartina,,
estuary_06_20_17_1200,2,0.393637339,phragmites,phragmites,,,
estuary_06_20_18_1200,1,0.463837721,mixed,phragmites,,,
estuary_06_20_19_1200,1,0.415529099,mixed,iva,spartina,,
estuary_06_20_19_1200,2,0.407259817,phragmites,phragmites,,,
estuary_06_22_18_1200,1,0.4085654,mixed,iva,spartina,,
estuary_06_22_18_1200,2,0.427098738,phragmites,phragmites,,,
estuary_06_23_18_1200,1,0.405497169,mixed,iva,spartina,,
estuary_06_23_18_1200,2,0.414935291,phragmites,phragmites,,,
estuary_06_25_18_1200,1,0.415423547,mixed,iva,spartina,,
estuary_06_25_18_1200,2,0.419215219,phragmites,phragmites,,,
estuary_06_25_19_1200,1,0.411454503,mixed,iva,spartina,,
estuary_06_25_19_1200,2,0.413366385,phragmites,phragmites,,,
estuary_06_27_18_1200,1,0.396587217,mixed,iva,spartina,,
estuary_06_27_18_1200,2,0.400454721,phragmites,phragmites,,,
estuary_06_27_19_1200,1,0.3963571,mixed,iva,spartina,,
estuary_06_27_19_1200,2,0.3738932,phragmites,phragmites,,,
estuary_06_29_18_1200,1,0.396051725,mixed,iva,spartina,,
estuary_06_29_18_1200,2,0.399686754,phragmites,phragmites,,,
estuary_07_01_19_1200,1,0.4262449,mixed,iva,spartina,,
estuary_07_01_19_1200,2,0.4258661,phragmites,phragmites,,,
estuary_07_02_18_1200,1,0.39531327,mixed,iva,spartina,,
estuary_07_02_18_1200,2,0.408459237,phragmites,phragmites,,,
estuary_07_03_18_1200,1,0.412628613,mixed,iva,spartina,,
estuary_07_03_18_1200,2,0.395483121,phragmites,phragmites,,,
estuary_07_03_19_1200,1,0.3957498,mixed,iva,spartina,,
estuary_07_03_19_1200,2,0.4087243,phragmites,phragmites,,,
estuary_07_04_19_1200,1,0.396965,phragmites,phragmites,,,
estuary_07_05_18_1200,1,0.402346699,mixed,iva,spartina,,
estuary_07_05_18_1200,2,0.397096758,phragmites,phragmites,,,
estuary_07_06_18_1200,1,0.40313081,mixed,iva,spartina,,
estuary_07_06_18_1200,2,0.403826109,phragmites,phragmites,,,
estuary_07_07_17_1200,1,0.41255377,iva,iva,,,
estuary_07_07_17_1200,2,0.400141685,phragmites,phragmites,,,
estuary_07_07_19_1200,1,0.416653227,mixed,iva,spartina,,
estuary_07_07_19_1200,2,0.417685599,phragmites,phragmites,,,
estuary_07_09_18_1200,1,0.403326747,mixed,iva,spartina,,
estuary_07_09_18_1200,2,0.39807996,phragmites,phragmites,,,
estuary_07_10_17_1200,1,0.391462117,mixed,iva,spartina,,
estuary_07_10_17_1200,2,0.387302643,phragmites,phragmites,,,
estuary_07_10_18_1200,1,0.41584633,mixed,iva,spartina,,
estuary_07_10_18_1200,2,0.40271636,phragmites,phragmites,,,
estuary_07_11_17_1200,1,0.408411497,mixed,iva,spartina,,
estuary_07_11_17_1200,2,0.383799362,phragmites,phragmites,,,
estuary_07_11_19_1200,1,0.416926912,mixed,iva,spartina,,
estuary_07_11_19_1200,2,0.398945784,phragmites,phragmites,,,
estuary_07_12_18_1200,1,0.411628881,mixed,iva,spartina,,
estuary_07_12_18_1200,2,0.409908789,phragmites,phragmites,,,
estuary_07_14_17_1200,1,0.408918626,mixed,iva,spartina,,
estuary_07_14_17_1200,2,0.394100127,phragmites,phragmites,,,
estuary_07_16_18_1200,1,0.408423617,mixed,iva,spartina,,
estuary_07_16_18_1200,2,0.399626771,phragmites,phragmites,,,
estuary_07_17_17_1200,1,0.394440583,mixed,iva,spartina,,
estuary_07_17_17_1200,2,0.383367448,phragmites,phragmites,,,
estuary_07_17_18_1200,1,0.412814329,mixed,iva,spartina,,
estuary_07_17_18_1200,2,0.415609504,phragmites,phragmites,,,
estuary_07_19_18_1200,1,0.411139735,mixed,iva,spartina,,
estuary_07_19_18_1200,2,0.415821233,phragmites,phragmites,,,
estuary_07_20_17_1200,1,0.418167672,iva,iva,phragmites,,
estuary_07_20_17_1200,2,0.427676892,iva,iva,,,
estuary_07_23_18_1200,1,0.42302121,mixed,iva,spartina,,
estuary_07_23_18_1200,2,0.416086338,phragmites,phragmites,,,
estuary_07_24_17_1200,1,0.400493247,mixed,iva,spartina,,
estuary_07_24_17_1200,2,0.383927291,phragmites,phragmites,,,
estuary_07_24_18_1200,1,0.441310518,mixed,phragmites,,iva,
estuary_07_24_18_1200,2,0.440229271,mixed,iva,phragmites,,
estuary_07_24_18_1200,3,0.459701328,mixed,iva,spartina,,
estuary_07_25_17_1200,1,0.404881425,mixed,iva,spartina,,
estuary_07_25_17_1200,2,0.390281748,phragmites,phragmites,,,
estuary_07_26_18_1200,1,0.412065495,mixed,iva,spartina,,
estuary_07_26_18_1200,2,0.417339872,phragmites,phragmites,,,
estuary_07_30_17_1200,1,0.415502117,mixed,iva,spartina,,
estuary_07_30_17_1200,2,0.391063028,phragmites,phragmites,,,
estuary_07_30_18_1200,1,0.389176391,mixed,iva,spartina,,
estuary_07_30_18_1200,2,0.392444989,phragmites,phragmites,,,
estuary_08_03_17_1200,1,0.414327359,mixed,iva,spartina,,
estuary_08_03_17_1200,2,0.386260285,phragmites,phragmites,,,
estuary_08_03_18_1200,1,0.410516083,mixed,iva,spartina,,
estuary_08_03_18_1200,2,0.395050076,phragmites,phragmites,,,
estuary_08_04_17_1200,1,0.397397985,mixed,iva,spartina,,
estuary_08_06_17_1200,1,0.360849768,phragmites,phragmites,,,
estuary_08_06_17_1200,2,0.375835471,mixed,iva,spartina,,
estuary_08_07_17_1200,1,0.414105763,mixed,iva,spartina,,
estuary_08_07_17_1200,2,0.393615844,phragmites,phragmites,,,
estuary_08_08_17_1200,1,0.411142166,mixed,iva,spartina,,
estuary_08_08_17_1200,2,0.396543869,phragmites,phragmites,,,
estuary_08_08_18_1200,1,0.410943374,mixed,iva,spartina,,
estuary_08_08_18_1200,2,0.406860804,phragmites,phragmites,,,
estuary_08_10_17_1200,1,0.386810165,mixed,iva,spartina,,
estuary_08_10_17_1200,2,0.377288048,phragmites,phragmites,,,
estuary_08_11_17_1200,1,0.395115462,mixed,iva,spartina,,
estuary_08_11_17_1200,2,0.383043742,phragmites,phragmites,,,
estuary_08_13_18_1200,1,0.405628242,mixed,iva,spartina,,
estuary_08_13_18_1200,2,0.409077755,phragmites,phragmites,,,
estuary_08_14_17_1200,1,0.396541679,mixed,iva,spartina,,
estuary_08_14_17_1200,2,0.384349505,phragmites,phragmites,,,
estuary_08_14_18_1200,1,0.406520143,mixed,iva,spartina,,
estuary_08_14_18_1200,2,0.402930204,phragmites,phragmites,,,
estuary_08_16_17_1200,1,0.366761169,mixed,iva,spartina,,
estuary_08_16_17_1200,2,0.372697586,phragmites,phragmites,,,
estuary_08_16_18_1200,1,0.398645527,mixed,iva,spartina,,
estuary_08_16_18_1200,2,0.391841688,phragmites,phragmites,,,
estuary_08_17_17_1200,1,0.384513664,mixed,iva,spartina,,
estuary_08_17_17_1200,2,0.37510196,phragmites,phragmites,,,
estuary_08_17_18_1200,1,0.38979021,mixed,iva,spartina,,
estuary_08_17_18_1200,2,0.385834975,phragmites,phragmites,,,
estuary_08_18_17_1200,1,0.380525775,mixed,iva,spartina,,
estuary_08_18_17_1200,2,0.376718118,phragmites,phragmites,,,
estuary_08_19_17_1200,1,0.401237839,mixed,iva,spartina,,
estuary_08_19_17_1200,2,0.404164564,phragmites,phragmites,,,
estuary_08_20_18_1200,1,0.459671026,mixed,iva,spartina,,
estuary_08_21_18_1200,1,0.386685661,mixed,iva,spartina,,
estuary_08_21_18_1200,2,0.388876689,phragmites,phragmites,,,
estuary_08_22_18_1200,1,0.394100111,mixed,iva,spartina,,
estuary_08_22_18_1200,2,0.395313267,phragmites,phragmites,,,
estuary_08_23_17_1200,1,0.383784503,mixed,iva,spartina,,
estuary_08_23_17_1200,2,0.37175962,phragmites,phragmites,,,
estuary_08_24_17_1200,1,0.391806944,mixed,iva,spartina,,
estuary_08_24_17_1200,2,0.385130593,phragmites,phragmites,,,
estuary_08_24_18_1200,1,0.388941709,mixed,iva,spartina,,
estuary_08_24_18_1200,2,0.377960738,phragmites,phragmites,,,
estuary_08_25_17_1200,1,0.390552191,mixed,iva,spartina,,
estuary_08_25_17_1200,2,0.379641368,phragmites,phragmites,,,
estuary_08_26_17_1200,1,0.387840774,mixed,iva,spartina,,
estuary_08_26_17_1200,2,0.373262272,phragmites,phragmites,,,
estuary_08_28_17_1200,1,0.376129535,mixed,iva,spartina,,
estuary_08_28_17_1200,2,0.359200884,phragmites,phragmites,,,
estuary_08_29_17_1200,1,0.376139049,mixed,iva,spartina,,
estuary_08_29_17_1200,2,0.363112524,phragmites,phragmites,,,
estuary_08_29_18_1200,1,0.385967081,mixed,iva,spartina,,
estuary_08_29_18_1200,2,0.387039784,phragmites,phragmites,,,
estuary_08_30_17_1200,1,0.389342184,mixed,iva,spartina,,
estuary_08_30_17_1200,2,0.369905942,phragmites,phragmites,,,
estuary_08_31_17_1200,1,0.381921313,mixed,iva,spartina,,
estuary_08_31_17_1200,2,0.370854827,phragmites,phragmites,,,
estuary_08_31_18_1200,1,0.372049021,mixed,iva,spartina,,
estuary_08_31_18_1200,2,0.368045664,phragmites,phragmites,,,
estuary_09_01_17_1200,1,0.374292884,mixed,iva,spartina,,
estuary_09_01_17_1200,2,0.360469671,phragmites,phragmites,,,
estuary_09_03_18_1200,1,0.364066518,mixed,iva,spartina,,
estuary_09_03_18_1200,2,0.363431255,phragmites,phragmites,,,
estuary_09_04_17_1200,1,0.372380842,phragmites,phragmites,,,
estuary_09_04_18_1200,1,0.37669705,mixed,iva,spartina,,
estuary_09_04_18_1200,2,0.368075741,phragmites,phragmites,,,
estuary_09_05_17_1200,1,0.380492971,mixed,iva,spartina,,
estuary_09_05_17_1200,2,0.364350206,phragmites,phragmites,,,
estuary_09_05_18_1200,1,0.366132658,mixed,iva,spartina,,
estuary_09_05_18_1200,2,0.365784916,phragmites,phragmites,,,
estuary_09_06_18_1200,1,0.375062357,mixed,iva,spartina,,
estuary_09_06_18_1200,2,0.365554349,phragmites,phragmites,,,
estuary_09_08_17_1200,1,0.381226492,mixed,iva,spartina,,
estuary_09_08_17_1200,2,0.374075614,phragmites,phragmites,,,
estuary_09_09_18_1200,1,0.379015803,mixed,iva,spartina,,
estuary_09_11_18_1200,1,0.380993523,mixed,phragmites,,,
estuary_09_11_18_1200,2,0.367803313,phragmites,phragmites,,,
estuary_09_12_17_1200,1,0.367113157,mixed,iva,spartina,,
estuary_09_12_17_1200,2,0.350348149,phragmites,phragmites,,,
estuary_09_13_17_1200,1,0.36750984,mixed,iva,spartina,,
estuary_09_13_17_1200,2,0.351036878,phragmites,phragmites,,,
estuary_09_13_18_1200,1,0.363683741,mixed,iva,spartina,,
estuary_09_13_18_1200,2,0.342309109,phragmites,phragmites,,,
estuary_09_14_17_1200,1,0.373249966,mixed,iva,spartina,,
estuary_09_14_17_1200,2,0.352454534,phragmites,phragmites,,,
estuary_09_14_18_1200,1,0.361256769,mixed,iva,spartina,,
estuary_09_14_18_1200,2,0.35002205,phragmites,phragmites,,,
estuary_09_15_17_1200,1,0.370227396,mixed,iva,spartina,,
estuary_09_15_17_1200,2,0.354745117,phragmites,phragmites,,,
estuary_09_16_18_1200,1,0.368655109,mixed,iva,spartina,,
estuary_09_16_18_1200,2,0.354706151,phragmites,phragmites,,,
estuary_09_17_18_1200,1,0.358806603,mixed,iva,spartina,,
estuary_09_17_18_1200,2,0.347219009,phragmites,phragmites,,,
estuary_09_18_18_1200,1,0.360258071,mixed,iva,spartina,,
estuary_09_18_18_1200,2,0.360769524,phragmites,phragmites,,,
estuary_09_20_17_1200,1,0.360939296,mixed,iva,spartina,,
estuary_09_20_17_1200,2,0.348880721,phragmites,phragmites,,,
estuary_09_20_18_1200,1,0.362413796,mixed,iva,spartina,,
estuary_09_20_18_1200,2,0.352628912,phragmites,phragmites,,,
estuary_09_21_18_1200,1,0.367341218,mixed,iva,spartina,,
estuary_09_21_18_1200,2,0.350335883,phragmites,phragmites,,,
estuary_09_22_17_1200,1,0.364675515,mixed,iva,spartina,,
estuary_09_22_17_1200,2,0.35043306,phragmites,phragmites,,,
estuary_09_24_17_1200,1,0.359116661,mixed,iva,spartina,,
estuary_09_24_17_1200,2,0.352478412,phragmites,phragmites,,,
estuary_09_24_18_1200,1,0.359905803,mixed,iva,spartina,,
estuary_09_24_18_1200,2,0.360089958,phragmites,phragmites,,,
estuary_09_25_17_1200,1,0.35914807,mixed,iva,spartina,,
estuary_09_25_17_1200,2,0.359085093,phragmites,phragmites,,,
estuary_09_25_18_1200,1,0.373951721,mixed,iva,spartina,,
estuary_09_25_18_1200,2,0.362676341,phragmites,phragmites,,,
estuary_09_27_17_1200,1,0.346395855,mixed,iva,spartina,,
estuary_09_27_17_1200,2,0.351157285,phragmites,phragmites,,,
estuary_09_28_18_1200,1,0.360012571,mixed,iva,spartina,,
estuary_09_28_18_1200,2,0.356384789,phragmites,phragmites,,,
estuary_09_29_17_1200,1,0.353225794,mixed,iva,spartina,,
estuary_09_29_17_1200,2,0.344189034,phragmites,phragmites,,,
estuary_10_02_17_1200,1,0.345396621,mixed,iva,spartina,,
estuary_10_02_17_1200,2,0.337477983,phragmites,phragmites,,,
